pros,cons,overall_rating,link,tittle,author,city,state,comment,work_life_balance,compensation_benefits,job_security_advancement,Management,Culture
"[""Awesome staff and reasonable pay.""]","[""No benefits""]",5.0,https://www.indeed.com/cmp/Covelo-Group/reviews/communicative-staffing-agency?id=fc9515928c2390e5,Communicative staffing agency,Registered Nurse (RN),San Francisco,CA,"As a new grad, working for Covelo has given me the opportunity to work with reputable hospitals within my area. This has helped me build connections with other coworkers and staff members, who I may use as references for future career opportunities. My recruiter was always responsive and helpful to any questions or concerns I had. The other contractors and I initially had some concerns regarding our hours, but Covelo listened and handled the issue promptly with a reasonable solution. All my coworkers have been pleasant to work with and the work culture for my assignment is positive and supportive.",5.0,5.0,4.0,4.0,4.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/i-liked-working-for-mga-good-company?id=d82837d826561902,"I liked working for MGA, good company",RN/Staff Nurse - Registry,Gardena,CA,"I liked working for MGA, good company, I only separated after, I found full time employment with benefits. Management was professional and fair, no problem with MGA. The work culture was fair and professional.",3.0,3.0,3.0,3.0,3.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/worst-job-i-ve-ever-had?id=96a4984b2d5e310c,Worst job I've ever had!,RN Staff Nurse,Addison,TX,"Very little training. Recruiters were the ""go to"" people for Nurses, not Nursing Supervisor. No pre-employment testing to assess adequate job skills for the job. And",3.0,3.0,3.0,3.0,3.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/company?id=0a1129d4cb5e2e0a,Company,REGISTERED NURSE,Phoenix,AZ,Registry work with contracts..You interview with families to determine if you are right fit for their home. You have to work with families schedules in order to get hours. You may have to work with multiple families.,3.0,3.0,3.0,3.0,3.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/n-a?id=6393a3bdece2c905,n/a,Wellness Registered Nurse (RN),San Francisco,CA,"good if you can't find a steady job, they're super nice and youll still get experience, i worked as a flu nurse so it was a good first job out of school,",2.0,1.0,1.0,1.0,1.0
"[""weekly pay""]","[""frequent cancellations""]",3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/work?id=f49d758c859f211c,Work,Registered Nurse,Phoenix,AZ,Provided travel assignments at distant locations. Frequent cancellations.. Would leave assignments when Staff arrived.Would get paid for four hours when Companies had there employees arrive.,3.0,1.0,2.0,1.0,1.0
[],[],2.0,https://www.indeed.com/cmp/Covelo-Group/reviews/ok-temp-job?id=fb4248876484aacf,OK temp job,Registered Nurse,San Francisco,CA,Okay temp. job but doesn't really provide opportunity for advancement. This agency has more a sales atmosphere feel than one promoting healthcare. Some recruiters don't provide prompt follow-up for job opportunities.,5.0,2.0,2.0,2.0,2.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/mga?id=11bcb9f75ee32664,Mga,Registered Nurse,Colorado Springs,CO 80906,Provided direct patient and family care. Excelled with nursing skills for long term pediatric care. Coordinated assignments accordingly to meet daily goals and deadlines. Provided family support with home health care. Attended physical therapy treatments to maintain continuity of patient care. Provided flexible hours of operation.,,,,,
[],[],4.0,https://www.indeed.com/cmp/Covelo-Group/reviews/office-setting-with-many-people-at-work-nice-staff-very-calm-no-rush?id=5302c25dab649985,"Office setting with many people at work. nice staff, very calm, no rush",RN,San Francisco,CA,The work day did not involve MGA staff very much because we were sent to hospitals and were doing our job there. the staff let us work without hovering over us like other companies might,,,,,
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/very-busy-agency-with-many-helpful-employees?id=c9d9118a308053c7,Very busy agency with many helpful employees,RN,,,Very accurate and helpful. Very patient. Able to keep me busy most of the time. Handle the background paperwork for the employee which is incredibly helpful.,,,,,
"[""Lots of free tme to play with child""]","[""paper charting""]",4.0,https://www.indeed.com/cmp/Covelo-Group/reviews/caring-for-ill-children-and-encouraging-parents?id=5eefede4bc23ce23,Caring for ill children and encouraging parents,RN,Dallas,TX,"Good way to assist parent with difficulties in caring for an ill child. Low stress, high detail to the patient. Very personal in nature every shift.",3.0,2.0,3.0,3.0,2.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/will-get-you-work-quickly?id=7ab75abd6e954897,Will get you work quickly,Urgent Care Registered Nurse,Oakland,CA,"typical day at work: Varies with placement  What you learned: first nursing job, learned IM injection, starting IV's, performing blood draws, triage patients in an urgent care facility  Work Culture: varies depending on job placement  The hardest part of job: being flexible about job placement  The most enjoyable part of job: opportunity to explore different areas of nursing and get experience at the same time",3.0,3.0,3.0,3.0,3.0
"[""Excellent recruiters!""]","[""No benefits, no room for job advancement""]",4.0,https://www.indeed.com/cmp/Covelo-Group/reviews/positive-experience-working-with-mga-healthcare?id=fce29cb9e82e0565,Positive experience working with MGA Healthcare,RN,San Francisco,CA,"MGA Healthcare has been a fantastic experience for me so far! The recruiters that the other nurses and I have worked with/encountered have been extremely polite, responsive, and helpful. They reply to my e-mails and phone calls quickly and are always willing to listen to and address my concerns. My recruiter has also stopped by the facility we are contracted at to check up on us personally and bring us lunch/desserts. He also works closely with the facility's management to ensure that our needs, and their needs from us, are being met adequately.  Only cons are there are no benefits (that I know of) and there isn't much room for job advancement.",4.0,2.0,1.0,4.0,4.0
"[""free lunches""]","[""dont pay to re certifications""]",5.0,https://www.indeed.com/cmp/Covelo-Group/reviews/love-this-place?id=c079b399a6ad77ad,Love this place,Registered Nurse,Austin,TX,"Really great to their nurses and offer great benefits but do not offer a 401k. I love working for them,=. They really look after their nurses. Sometimes even deliver lunches to you and your patient. So easy to pick up shifts",5.0,5.0,5.0,5.0,5.0
"[""Responsive and kind Recruiter and Client Service Manager""]",[],4.0,https://www.indeed.com/cmp/Covelo-Group/reviews/fantastic-recruiter-and-client-service-manager-who-are-very-responsive?id=8fbb831102db7b4e,Fantastic Recruiter and Client Service Manager who are very responsive.,RN,Golden,CO,"Client Services Manager met me, walked me into the facility and introduced me to the Staff that I would be working with. Questions answered and issues dealt with quickly. Each placement is different, so it is nice when the Sites have been vetted by Covelo Group prior to placing its healthcare professionals. Not a 1099 Contract company, so taxes are taken out of pay, which is a huge plus!",5.0,4.0,4.0,4.0,4.0
"[""Flexible""]","[""Not a full time permanent position""]",5.0,https://www.indeed.com/cmp/Covelo-Group/reviews/awesome-starter-job?id=4b446d5d32ba7e19,Awesome starter job,Registered Nurse,San Francisco,CA,"MGA is a very good staffing agency to work for, I worked the flu shot clinic for 2014 as my very first nursing job. After the temporary position ended, I still received many calls for other positions I was qualified for. Unfortunately I had a full time job and could not further work for MGA. Definitely recommend to new nurses or nurses who may want per diem or temporary shifts.",,,,,
"[""lot of days off""]","[""lots of days off""]",5.0,https://www.indeed.com/cmp/Covelo-Group/reviews/unstable-work?id=79a5e2c0d2acf5c0,unstable work,RN,Gardena,CA,shifts were not always available making it hard to pay the bills at times,3.0,5.0,3.0,5.0,5.0
[],"[""limited available hours""]",3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/this-company-was-ok-to-work-for?id=8978cd6fd50432d3,this company was ok to work for,Registered Nurse,Wethersfield,CT,This company was ok to work for but had limited facilities that is was servicing and limited number of hours that were available.,3.0,3.0,3.0,3.0,3.0
[],[],3.0,https://www.indeed.com/cmp/Covelo-Group/reviews/good-company-with-strong-values-but-poor-compensation-and-employee-retention?id=8cc419bf601cadf9,Good company with strong values but poor compensation and employee retention,Registered Nurse,Phoenix,AZ,"Below standard pay and no benefits, but the people are nice. There is no help for employees in personal crisis, however, which is unfortunate for a company with such great potential... Management is quick to respond to concerns, but sometimes slow in their resolution of issues. Although the hours are flexible, a nurse might sometimes finds his/herself without any work at all for weeks at a time.",4.0,2.0,1.0,2.0,3.0
[],[],4.0,https://www.indeed.com/cmp/Edu-Healthcare/reviews/is-interesting-and-educative?id=50922d759b9b4c37,Is interesting and educative,Registered Nurse(school based),Danbury public schools ,I haven’t started working yet but l believe it will be a good working environment. The onboarding process has been long. I still don’t have a start date yet.,3.0,3.0,3.0,3.0,3.0
[],[],1.0,https://www.indeed.com/cmp/Edu-Healthcare/reviews/unprofessional?id=f46e0562f8dfb5a4,Unprofessional,Registered Nurse,Fort Lauderdale,FL,There is no orientation. You are thrown in to the wolves They say they are there to support you but they don’t. The pay is no compatible. Director is very unprofessional and speaks to staff like a. Hild,,,,,
[],[],1.0,https://www.indeed.com/cmp/Edu-Healthcare/reviews/decent-work-life-balance?id=9abd95aada4d7289,Decent work/life balance,Registered Nurse (RN),Atlanta,GA,"You get plenty of time off which is nice, and a lot of nurses like having a schedule that matches their families schedule. They don't pay well and it's almost impossible to get a raise.",4.0,1.0,3.0,4.0,4.0
[],[],1.0,https://www.indeed.com/cmp/Edu-Healthcare/reviews/not-a-good-company-to-work-for?id=037908d3bd5ecf62,Not A good company to work for,RN School Nurse,,,The pay is Low compared to other companies and no benefits. Health insurance is a whole weeks pay. The responsibilities increase but no pay increases. Not enough staff. Late emails informing you of trainings or Covid protocol changes.,2.0,1.0,1.0,1.0,1.0
